venueId,fullName,shortName,capacity,city,country
4840,Tivoli Stadion Tirol,Tivoli Stadion Tirol,0,Innsbruck,Austria
4841,Polsat Plus Arena Gdansk,Polsat Plus Arena Gdansk,0,Gdansk,Poland
4844,Stade Océane,Stade Océane,0,Le Havre,France
4850,St. Mary's Stadium,St. Mary's Stadium,0,Southampton,England
4855,Huvepharma Arena,Huvepharma Arena,0,Razgrad,Bulgaria
4858,Ramaz Shengelia Stadium,Ramaz Shengelia Stadium,0,Kutaisi,Georgia
4865,Niko Dovana,Niko Dovana,0,Durrës,Albania
4871,Aktobe Central Stadium,Aktobe Central Stadium,0,Aktobe,Kazakhstan
4872,Mestni Stadion Fazanerija,Mestni Stadion Fazanerija,0,Murska Sobota,Slovenia
4882,Nantporth Stadium,Nantporth Stadium,0,Bangor,Wales
4885,Stadion Z'dezele,Stadion Z'dezele,0,Celje,Slovenia
4889,Veritas Stadion,Veritas Stadion,0,Turku,Finland
4890,Tengiz Burjanadze Stadium,Tengiz Burjanadze Stadium,0,Gori,Georgia
4895,Rodney Parade,Rodney Parade,0,Newport,Wales
4896,Yankee Stadium,Yankee Stadium,0,New York City,USA
4904,Estadio Jalisco,Estadio Jalisco,0,Guadalajara,Mexico
4905,Estadio Olímpico Universitario,Estadio Olímpico Universitario,0,Mexico City,Mexico
4906,Estadio Alfonso Lastras Ramírez,Estadio Alfonso Lastras Ramírez,0,San Luis Potosi,Mexico
4907,Estadio Universitario,Estadio Universitario,0,San Nicolás de los Garza,Mexico
4908,Estadio Hidalgo,Estadio Hidalgo,0,Pachuca,Mexico
4909,Estadio Morelos,Estadio Morelos,0,Morelia,Mexico
4910,Estadio Nemesio Díez Riega,Estadio Nemesio Díez Riega,0,Toluca,Mexico
4913,Estadio Caliente,Estadio Caliente,0,Tijuana,Mexico
4920,Anxo Carro,Anxo Carro,0,Lugo,Spain
4931,Lavanttal-Arena,Lavanttal-Arena,0,Wolfsberg,Austria
4933,Cepheus Park Randers,Cepheus Park Randers,0,Randers,Denmark
4935,North Lodge Park,North Lodge Park,0,Formartine,Scotland
4936,The Haughs,The Haughs,0,Turriff,none
4939,Arechi,Arechi,0,Salerno,Italy
4940,Estadio Juan Ramón Loubriel,Estadio Juan Ramón Loubriel,0,Bayamón,Puerto Rico
4945,Larry Gomes Stadium,Larry Gomes Stadium,0,Arima/Malabar,Trinidad and Tobago
4947,Decathlon Arena - Stade Pierre-Mauroy,Decathlon Arena - Stade Pierre-M,0,Lille,France
4951,Estádio Comendador Joaquim de Almeida Freitas,Estádio Comendador Joaquim de Al,0,Moreira de Conegos,Portugal
4952,Estádio António Coimbra da Mota,Estádio António Coimbra da Mota,0,Estoril,Portugal
4957,SMH Group Stadium,SMH Group Stadium,0,Chesterfield,England
4969,Sparda-Bank-Hessen-Stadion am Bieberer Berg,Sparda-Bank-Hessen-Stadion am Bi,0,Offenbach,Germany
4970,Leuna-Chemie-Stadion,Leuna-Chemie-Stadion,0,Halle,Germany
4974,Accu Stadium,Accu Stadium,0,Huddersfield,England
4977,Recep Tayyip Erdogan Stadyumu,Recep Tayyip Erdogan Stadyumu,0,Istanbul,Türkiye
4981,Pasarón,Pasarón,0,Pontevedra,Spain
4982,Strawberry Arena,Strawberry Arena,0,Stockholm,Sweden
4987,RAMS Park,RAMS Park,0,Istanbul,Türkiye
4993,Independence Park,Independence Park,0,Sabina Park,Jamaica
4998,MAC³PARK Stadion,MAC³PARK Stadion,0,Zwolle,Netherlands
4999,Alfredo Di Stéfano,Alfredo Di Stéfano,0,Madrid,Spain
5009,Estadio Akron,Estadio Akron,0,Guadalajara,Mexico
5010,Aalborg Portland Park,Aalborg Portland Park,0,Aalborg,Denmark
5012,Stadion an der Hafenstraße,Stadion an der Hafenstraße,0,Essen,Germany
5020,Nuevo Estadio de la Victoria,Nuevo Estadio de la Victoria,0,Jaén,Spain
5023,Andruv Stadion,Andruv Stadion,0,Olomouc,Czechia
5033,Merck-Stadion am Böllenfalltor,Merck-Stadion am Böllenfalltor,0,Darmstadt,Germany
5034,Stade Fernand-Fournier,Stade Fernand-Fournier,0,Arles,none
5035,Stade Jean-Laville,Stade Jean-Laville,0,Gueugnon,France
5039,Arena do Grêmio,Arena do Grêmio,0,Porto Alegre,Brazil
5044,Netanya Municipal Stadium,Netanya Municipal Stadium,0,Netanya,Israel
5052,Ato Boldon Stadium,Ato Boldon Stadium,0,Couva,Trinidad and Tobago
5053,TCIFA National Stadium,TCIFA National Stadium,0,Providenciales,Turks and Caicos Islands
5055,Estadio Panamericano,Estadio Panamericano,0,San Cristóbal,Dominican Republic
5057,Guillermo Prospero Trinidad Stadium,Guillermo Prospero Trinidad Stad,0,Oranjestad,Aruba
5064,Ajax Amsterdam,Ajax Amsterdam,0,Amsterdam,Netherlands
5068,Estadio Simeón Magaña,Estadio Simeón Magaña,0,Ahuachapán,El Salvador
5071,Bishan Stadium,Bishan Stadium,0,Singapore,Singapore
5078,Huntington Bank Field,Huntington Bank Field,0,"Cleveland, Ohio",USA
5086,Milliy Stadium,Milliy Stadium,0,Tashkent,Uzbekistan
5087,Tórsvøllur,Tórsvøllur,0,Tórshavn,Faroe Islands
5088,Skonto Stadions,Skonto Stadions,0,Riga,Latvia
5089,Camp d'Esports,Camp d'Esports,0,Lleida,Spain
5090,Stadionul Zimbru,Stadionul Zimbru,0,Chisinau,Moldova
5091,Laugardalsvöllur,Laugardalsvöllur,0,Reykjavik,Iceland
5092,Helsinki Olympic Stadium,Helsinki Olympic Stadium,0,Helsinki,Finland
5095,Estadio Monumental de Lima,Estadio Monumental de Lima,0,Lima,Peru
5096,Metropolitano Roberto Meléndez,Metropolitano Roberto Meléndez,0,Barranquilla,Colombia
5108,Estadio Ramón Tahuichi,Estadio Ramón Tahuichi,0,Santa Cruz,Bolivia
5109,Estadio Mineirão,Estadio Mineirão,0,Belo Horizonte,Brazil
5111,Ipurua,Ipurua,0,Eibar,Spain
5115,Grêmio Arena,Grêmio Arena,0,Porto Alegre,Brazil
5117,Castelão,Castelão,0,Fortaleza,Brazil
5118,Casa de Apostas Arena Fonte Nova,Casa de Apostas Arena Fonte Nova,0,Salvador,Brazil
5119,Arena Pernambuco,Arena Pernambuco,0,Recife,Brazil
5120,Estadio do Maracana,Estadio do Maracana,0,Rio de Janeiro,Brazil
5131,FK Zalgiris namu stadionas,FK Zalgiris namu stadionas,0,Vilnius,Lithuania
5133,Liv Bona Dea Arena,Liv Bona Dea Arena,0,Baku,Azerbaijan
5139,Levy Mwanawasa Stadium,Levy Mwanawasa Stadium,0,Ndola,Zambia
5140,700th Anniversary Stadium,700th Anniversary Stadium,0,Chiang Mai,Thailand
5142,Hotel Iberostar Bellis,Hotel Iberostar Bellis,0,Belek,none
5146,Citi Field,Citi Field,0,"New York, New York",USA
5151,Estádio São Januário,Estádio São Januário,0,Rio de Janeiro,Brazil
5155,Arena da Floresta,Arena da Floresta,0,Rio Branco,Brazil
5189,Arena BRB Mané Garrincha,Arena BRB Mané Garrincha,0,Brasília,Brazil
5196,Ligga Arena,Ligga Arena,0,Curitiba,Brazil
5210,Estadio Nacional de Lima,Estadio Nacional de Lima,0,Lima,Peru
5215,Stade Dominique-Duvauchelle,Stade Dominique-Duvauchelle,0,Creteil,France
5224,FC Twente-trainingscentrum,FC Twente-trainingscentrum,0,Hengelo,none
5225,PSV Campus De Herdgang,PSV Campus De Herdgang,0,Eindhoven,Netherlands
5226,Sportpark De Toekomst,Sportpark De Toekomst,0,Amsterdam-Duivendrecht,Netherlands
5228,Kaiserstuhlstadion,Kaiserstuhlstadion,0,Bahlingen,Germany
5246,Estádio Municipal de Arouca,Estádio Municipal de Arouca,0,Arouca,Portugal
5275,Mapei Stadium,Mapei Stadium,0,Reggio Emilia,Italy
5292,FNB Stadium,FNB Stadium,0,Johannesburg,South Africa
5294,Estadio Banco Pichincha,Estadio Banco Pichincha,0,Quito,Ecuador
5295,Brøndby Stadion,Brøndby Stadion,0,Brøndby,Denmark
5306,Stadion Stozice,Stadion Stozice,0,Ljubljana,Slovenia
5316,Stade de Marrakech,Stade de Marrakech,0,Marrakech,Morocco
5317,Rufaro Stadium,Rufaro Stadium,0,Harare,Zimbabwe
5323,Oliva Nova Complex,Oliva Nova Complex,0,none,Spain
5324,Allianz Riviera,Allianz Riviera,0,Nice,France
5328,Estadio Pueblo Nuevo,Estadio Pueblo Nuevo,0,San Cristóbal,Venezuela
5335,Stade Michel-Moretti,Stade Michel-Moretti,0,Ajaccio,France
5338,Rashid Stadium,Rashid Stadium,0,Dubai,United Arab Emirates
5344,TBC,TBC,0,none,none
5346,Nuevo Monumental,Nuevo Monumental,0,Rafaela,Argentina
5348,Alberto José Armando (La Bombonera),Alberto José Armando (La Bombone,0,Buenos Aires,Argentina
5349,Presidente Perón (Cilindro de Avellaneda),Presidente Perón (Cilindro de Av,0,Buenos Aires,Argentina
5350,Marcelo Bielsa,Marcelo Bielsa,0,Rosario,Argentina
5351,Estadio Centenario Ciudad de Quilmes,Estadio Centenario Ciudad de Qui,0,"Quilmes, Buenos Aires",Argentina
5352,José Amalfitani,José Amalfitani,0,Buenos Aires,Argentina
5354,Monumental de Victoria (José Dellagiovanna),Monumental de Victoria (José Del,0,Buenos Aires,Argentina
5355,Julio Humberto Grondona,Julio Humberto Grondona,0,Buenos Aires,Argentina
5356,Ciudad de Lanús,Ciudad de Lanús,0,Buenos Aires,Argentina
5358,Islas Malvinas,Islas Malvinas,0,Buenos Aires,Argentina
5359,Gigante de Arroyito,Gigante de Arroyito,0,Rosario,Argentina
5360,Brigadier Gral. Estanislao López,Brigadier Gral. Estanislao López,0,"Rosario, Santa Fe",Argentina
5362,Keys Park,Keys Park,0,Hednesford,England
5363,Montego Bay Sports Complex,Montego Bay Sports Complex,0,none,Jamaica
5368,Le Grand Stade Agadir,Le Grand Stade Agadir,0,Agadir,Morocco
5370,Allianz Stadium,Allianz Stadium,0,Sydney,Australia
5373,Nuevo Mirador,Nuevo Mirador,0,Algeciras,Spain
5375,Neo Química Arena,Neo Química Arena,0,Sao Paulo,Brazil
5376,Estadio Beira-Rio,Estadio Beira-Rio,0,Porto Alegre,Brazil
5377,Arena Amazonia,Arena Amazonia,0,Manaus,Brazil
5378,Arena Pantanal,Arena Pantanal,0,Cuiabá,Brazil
5379,Arena das Dunas,Arena das Dunas,0,Natal,Brazil
5393,Atanasio Girardot,Atanasio Girardot,0,Medellin,Colombia
5394,Departamental Libertad,Departamental Libertad,0,Pasto,Colombia
5395,Nemesio Camacho (El Campin),Nemesio Camacho (El Campin),0,Bogota,Colombia
5400,Pascual Guerrero,Pascual Guerrero,0,Cali,Colombia
5405,Estádio Raimundo Sampaio (Independência),Estádio Raimundo Sampaio (Indepe,0,Belo Horizonte,Brazil
5406,Estadio Santa Laura-Universidad SEK,Estadio Santa Laura-Universidad ,0,Santiago,Chile
5407,Estadio ueno La Nueva Olla,Estadio ueno La Nueva Olla,0,Asunción,Paraguay
5408,Estadio George Capwell Banco del Austro,Estadio George Capwell Banco del,0,Quito,Ecuador
5409,Estadio Inca Garcilaso de la Vega,Estadio Inca Garcilaso de la Veg,0,Cusco,Peru
5410,Estadio Arsenio Erico,Estadio Arsenio Erico,0,Asunción,Paraguay
5411,Luis Franzini,Luis Franzini,0,Montevideo,Uruguay
5412,Estadio Rogelio Livieres,Estadio Rogelio Livieres,0,Asunción,Paraguay
5413,Estadio Olímpico de la UCV,Estadio Olímpico de la UCV,0,Caracas,Venezuela
5414,Estadio Alberto Gallardo,Estadio Alberto Gallardo,0,San Martin de Porres,Peru
5415,La Independencia,La Independencia,0,Tunja,Colombia
5417,Santiago de Las Atalayas,Santiago de Las Atalayas,0,Yopal,none
5418,Metropolitano Ciudad de Itagüí,Metropolitano Ciudad de Itagüí,0,Itagui,Colombia
5419,Guillermo Plazas Alcid,Guillermo Plazas Alcid,0,Neiva,Colombia
5420,Manuel Murillo Toro,Manuel Murillo Toro,0,Ibague,Colombia
5421,Palogrande,Palogrande,0,Manizales,Colombia
5423,Estadio Municipal Nelson Oyarzún Arenas,Estadio Municipal Nelson Oyarzún,0,Chillán,Chile
5424,Estadio El Cobre,Estadio El Cobre,0,El Salvador,Chile
5425,Claro Arena,Claro Arena,0,Santiago,Chile
5426,Estadio Bicentenario Calvo y Bascuñán,Estadio Bicentenario Calvo y Bas,0,Antofagasta,Chile
5427,Estadio Elías Figueroa Brander,Estadio Elías Figueroa Brander,0,Valparaiso,Chile
5428,Estadio Municipal Nicolás Chahuán,Estadio Municipal Nicolás Chahuá,0,La Calera,Chile
5429,Estadio Municipal de La Cisterna,Estadio Municipal de La Cisterna,0,Santiago,Chile
5430,Estadio Lucio Fariña Fernández,Estadio Lucio Fariña Fernández,0,Quillota,Chile
5431,Estadio Municipal Alcaldesa Ester Roa Rebolledo,Estadio Municipal Alcaldesa Este,0,Concepción,Chile
5434,Estadio Jesús Bermúdez,Estadio Jesús Bermúdez,0,Oruro,Bolivia
5435,Estadio Félix Capriles,Estadio Félix Capriles,0,Cochabamba,Bolivia
5437,Estadio Víctor Agustín Ugarte,Estadio Víctor Agustín Ugarte,0,Potosí,Bolivia
5438,Estadio Gilberto Parada,Estadio Gilberto Parada,0,Montero,Bolivia
5439,Estadio Olímpico Patria,Estadio Olímpico Patria,0,Cochabamba,Bolivia
5440,Estádio Aniceto Moscoso,Estádio Aniceto Moscoso,0,Rio de Janeiro,Brazil
5441,Elcyr Resende de Mendonça,Elcyr Resende de Mendonça,0,Saquarema,Brazil
5444,Estádio Raulino de Oliveira,Estádio Raulino de Oliveira,0,Volta Redonda,Brazil
5446,Estádio Jânio Moraes,Estádio Jânio Moraes,0,Nova Iguaçu,Brazil
5449,Moça Bonita,Moça Bonita,0,Rio de Janeiro,Brazil
5452,Estadio Erico Galeano Segovia (Capiatá),Estadio Erico Galeano Segovia (C,0,Capiata,Paraguay
5453,Estadio La Arboleda,Estadio La Arboleda,0,Asunción,Paraguay
5455,Estadio UENO Osvaldo Domínguez Dibb,Estadio UENO Osvaldo Domínguez D,0,Asunción,Paraguay
5456,Estadio Feliciano Cáceres,Estadio Feliciano Cáceres,0,Luque,Paraguay
5457,Estadio Tigo La Huerta,Estadio Tigo La Huerta,0,Asunción,Paraguay
5458,Estadio Luis Alfonso Giagni,Estadio Luis Alfonso Giagni,0,Asunción,Paraguay
5459,Estadio ueno Luis Salinas Tanasio,Estadio ueno Luis Salinas Tanasi,0,Itagua,Paraguay
5460,Estadio Antonio Aranda,Estadio Antonio Aranda,0,Ciudad del Este,Paraguay
5461,St. Andrew's @ Knighthead Park,St. Andrew's @ Knighthead Park,0,Birmingham,England
5464,Estádio Francisco Stédile (Centenário),Estádio Francisco Stédile (Cente,0,Caxias do Sul,Brazil
5465,Montanha dos Vinhedos,Montanha dos Vinhedos,0,Bento Gonçalves,Brazil
5468,Estádio Bento Freitas,Estádio Bento Freitas,0,Pelotas,Brazil
5471,Estadio 19 de Octubro,Estadio 19 de Octubro,0,Ljuí,Brazil
5472,Alfredo Jaconi,Alfredo Jaconi,0,Caxias do Sul,Brazil
5473,Estádio do Vale,Estádio do Vale,0,Novo Hamburgo,Brazil
5474,Francisco Novelletto Neto (Passo d'Areia),Francisco Novelletto Neto (Passo,0,Porto Alegre,Brazil
5478,Moisés Lucarelli,Moisés Lucarelli,0,Ponte Preta,Brazil
5479,Estádio Primeiro de Maio,Estádio Primeiro de Maio,0,São Bernardo do Campo ,Brazil
5480,Estádio Vila Belmiro (Urbano Caldeira),Estádio Vila Belmiro (Urbano Cal,0,Santos,Brazil
5481,Estadio Municipal Dr. Novelli Junior,Estadio Municipal Dr. Novelli Ju,0,Itu,Brazil
5482,Estádio do Canindé,Estádio do Canindé,0,Sao Paulo,Brazil
5486,MorumBIS,MorumBIS,0,Sao Paulo,Brazil
5488,Mercado Livre Arena Pacaembu,Mercado Livre Arena Pacaembu,0,Sao Paulo,Brazil
5491,Estádio Nabi Abi Chedid,Estádio Nabi Abi Chedid,0,Bragança Paulista,Brazil
5495,Stade Mustapha Tchaker,Stade Mustapha Tchaker,0,Bilda,Algeria
5500,Estadio Brígido Iriarte,Estadio Brígido Iriarte,0,Caracas,Venezuela
5501,Metropolitano de Fútbol de Lara,Metropolitano de Fútbol de Lara,0,Barquisimeto,none
5504,Estadio Metropolitano Mérida,Estadio Metropolitano Mérida,0,Mérida,Venezuela
5505,Estadio Rafael Calles Pinto,Estadio Rafael Calles Pinto,0,Guanare,Venezuela
5509,Estadio Reina del Cisne,Estadio Reina del Cisne,0,Loja,Ecuador
5510,Rodrigo Paz Delgado,Rodrigo Paz Delgado,0,Quito,Ecuador
5511,Estadio Fernando Guerrero Guerrero,Estadio Fernando Guerrero Guerre,0,Riobamba,Ecuador
5513,Banco del Austro Alejandro Serrano Aguil,Banco del Austro Alejandro Serra,0,Cuenca,Ecuador
5514,Francisco Sánchez Rumoroso,Francisco Sánchez Rumoroso,0,Coquimbo,Chile
5515,Estadio Banorte,Estadio Banorte,0,Culiacán,Mexico
5517,Estadio Miguel Alemán Valdés,Estadio Miguel Alemán Valdés,0,Celaya,Mexico
5518,Estadio Agustín Coruco Díaz,Estadio Agustín Coruco Díaz,0,Hidalgo,Mexico
5519,Estadio Carlos Iturralde Rivero,Estadio Carlos Iturralde Rivero,0,Mérida,Mexico
5522,Álvaro Gómez Hurtado,Álvaro Gómez Hurtado,0,Floridablanca,Colombia
5527,Estadio Belvedere,Estadio Belvedere,0,Montevideo,Uruguay
5528,Parque Saroldi,Parque Saroldi,0,Montevideo,Uruguay
5529,Estadio Municipal Parque Artigas,Estadio Municipal Parque Artigas,0,Las Piedras,Uruguay
5531,Parque Capurro,Parque Capurro,0,Montevideo,Uruguay
5532,Parque Osvaldo Roberto,Parque Osvaldo Roberto,0,Montevideo,Uruguay
5533,Jardines Del Hipódromo,Jardines Del Hipódromo,0,Montevideo,Uruguay
5534,Estadio Luis Tróccoli,Estadio Luis Tróccoli,0,Montevideo,Uruguay
5535,Estadio Antonio Ubilla,Estadio Antonio Ubilla,0,Melo,Uruguay
5539,Parque Alfredo Víctor Viera,Parque Alfredo Víctor Viera,0,Montevideo,Uruguay
5540,Campeones Olímpicos,Campeones Olímpicos,0,Florida,Uruguay
5546,23 de Agosto,23 de Agosto,0,San Salvador de Jujuy,Argentina
5547,Arquitecto Ricardo Etcheverry,Arquitecto Ricardo Etcheverry,0,Buenos Aires,Argentina
5549,15 de Abril,15 de Abril,0,"Rosario, Santa Fe",Argentina
5550,Ing. Hilario Sánchez,Ing. Hilario Sánchez,0,San Juan,Argentina
5551,Eva Perón,Eva Perón,0,Junin,Argentina
5552,Fragata Presidente Sarmiento,Fragata Presidente Sarmiento,0,Isidro Casanova,Argentina
5554,Norberto Tomaghello,Norberto Tomaghello,0,Buenos Aires,Argentina
5555,Estadio Libertadores de América,Estadio Libertadores de América,0,Avellaneda,Argentina
5556,Bautista Garganti,Bautista Garganti,0,Mendoza,Argentina
5557,Monumental Presidente Perón,Monumental Presidente Perón,0,Córdoba,Argentina
5558,Monumental Presidente José Fierro,Monumental Presidente José Fierr,0,Tucuman,Argentina
5559,Presbítero Bartolomé Grella,Presbítero Bartolomé Grella,0,Parana,Argentina
5561,Lorenzo Arandilla,Lorenzo Arandilla,0,Adrogué,Argentina
5562,Genacio Sálice,Genacio Sálice,0,Berisso,Argentina
5563,José María Minella,José María Minella,0,Buenos Aires,Argentina
5564,Florencio Solá,Florencio Solá,0,Buenos Aires,Argentina
5565,Tomás Adolfo Ducó,Tomás Adolfo Ducó,0,Buenos Aires,Argentina
5567,Estadio Huancayo,Estadio Huancayo,0,Huancayo,Peru
5569,Estadio Monumental de la UNSA,Estadio Monumental de la UNSA,0,Arequipa,Peru
5570,Estadio Mansiche,Estadio Mansiche,0,Trujillo,Peru
5571,AAMI Park,AAMI Park,0,Melbourne,Australia
5572,McDonald Jones Stadium,McDonald Jones Stadium,0,"Newcastle, New South Wales",Australia
5573,HBF Park,HBF Park,0,Perth,Australia
5574,Coopers Stadium,Coopers Stadium,0,Adelaide,Australia
5575,Marvel Stadium,Marvel Stadium,0,Melbourne,Australia
5580,Estadio Alejandro Villanueva,Estadio Alejandro Villanueva,0,Lima,Peru
5581,Estadio Heraclio Tapia,Estadio Heraclio Tapia,0,Huánuco,Peru
5587,St George's Park,St George's Park,0,"Burton-upon-Trent, Staffordshire",England
5588,Amman International Stadium,Amman International Stadium,0,Amman,Jordan
5620,Ilha do Retiro,Ilha do Retiro,0,Recife,Brazil
5621,Estádio Eurico Gaspar Dutra,Estádio Eurico Gaspar Dutra,0,Cuiabá,Brazil
5623,Estádio Serra Dourada,Estádio Serra Dourada,0,Goiãnia,Brazil
5624,Arena Condá,Arena Condá,0,Chapecó,Brazil
5626,Estádio da Ressacada,Estádio da Ressacada,0,Florianópolis,Brazil
5627,Estadio Manoel Barradas,Estadio Manoel Barradas,0,Salvador,Brazil
5628,Frasqueirão,Frasqueirão,0,Natal,Brazil
5629,Castelão (São Luis),Castelão (São Luis),0,Sao Luis,Brazil
5631,Mangueirão,Mangueirão,0,Belém,Brazil
5632,Fumeirão,Fumeirão,0,Arapiraca,Brazil
5633,Orlando Scarpelli,Orlando Scarpelli,0,Florianópolis,Brazil
5634,Estádio Serejão,Estádio Serejão,0,Taguatinga,Brazil
5636,Estádio Presidente Vargas,Estádio Presidente Vargas,0,Fortaleza,Brazil
5639,Barretão,Barretão,0,Lagarto,none
5642,Estádio Milton de Souza Corrêa (Zerão),Estádio Milton de Souza Corrêa (,0,Macapá,none
5643,Albertão,Albertão,0,Teresina,Brazil
5648,Estádio Domingão,Estádio Domingão,0,Horizonte,Brazil
5649,Estádio Castor Cifuentes,Estádio Castor Cifuentes,0,Nova Lima,Brazil
5651,Estádio do Café,Estádio do Café,0,Londrina,Brazil
5652,Estadio Morenão,Estadio Morenão,0,"Campo Grande, Mato Grosso do Sul",Brazil
5653,Estádio Rei Pelé,Estádio Rei Pelé,0,"Maceio, Alagoas",Brazil
5655,Engenheiro Luthero Lopes (Caldeirão),Engenheiro Luthero Lopes (Caldei,0,Rondonópolis,Brazil
5661,Estádio Antônio Guimarães Almeida,Estádio Antônio Guimarães Almeid,0,Tombos,Brazil
5662,Estádio Adauto Moraes,Estádio Adauto Moraes,0,Juazeiro do Norte,Brazil
5665,Estadio Universidad Indoamérica Bellavista,Estadio Universidad Indoamérica ,0,Ambato,Ecuador
5670,Don León Kolbovsky,Don León Kolbovsky,0,Buenos Aires,Argentina
5673,Falcon Alkoholfri Arena,Falcon Alkoholfri Arena,0,Falkenberg,Sweden
5675,Estádio Presidente Médici,Estádio Presidente Médici,0,Itabaiana,none
5676,Estádio José Américo de Almeida Filho,Estádio José Américo de Almeida ,0,Joao Pessoa,Brazil
5689,Jaime Morón León,Jaime Morón León,0,Cartagena,Colombia
5690,Estadio Municipal de La Pintana,Estadio Municipal de La Pintana,0,Santiago,Chile
5693,Estádio Nhozinho Santos,Estádio Nhozinho Santos,0,Sao Luis,Brazil
5698,República de Italia,República de Italia,0,Ciudad Evita,Argentina
5702,Estádio Olímpico Nilton Santos,Estádio Olímpico Nilton Santos,0,Rio de Janeiro,Brazil
5703,Estádio Parque do Sabiá,Estádio Parque do Sabiá,0,Uberlandia,Brazil
5707,Ak Bars Arena,Ak Bars Arena,0,Kazan,Russia
5712,Estádio Juscelino Kubitschek,Estádio Juscelino Kubitschek,0,Paranoá,none
5715,San Juan del Bicentenario,San Juan del Bicentenario,0,San Juan,Argentina
5716,Juan Gilberto Funes,Juan Gilberto Funes,0,San Luis,Argentina
5717,Padre Ernesto Martearena,Padre Ernesto Martearena,0,Salta,Argentina
5718,Nuevo Francisco Urbano,Nuevo Francisco Urbano,0,Morón,Argentina
5724,Estádio Fonte Luminosa,Estádio Fonte Luminosa,0,Araraquara,Brazil
5725,Profertil Arena,Profertil Arena,0,Hartberg,Austria
5730,Tokyo Stadium,Tokyo Stadium,0,Tokyo,Japan
5732,Estádio Governador Ernani Sátyro,Estádio Governador Ernani Sátyro,0,Campina Grande,Brazil
5733,Alpenstadion Kapfenberg,Alpenstadion Kapfenberg,0,Kapfenberg,Austria
5736,Estádio dos Aflitos,Estádio dos Aflitos,0,Recife,Brazil
5737,Estádio Regional Willie Davids,Estádio Regional Willie Davids,0,Maringá,Brazil
5738,Estadio Municipal de Lo Barnechea,Estadio Municipal de Lo Barneche,0,Santiago,Chile
5739,Estadio Municipal de San Felipe,Estadio Municipal de San Felipe,0,San Felipe,Chile
5741,Estadio El Morro,Estadio El Morro,0,Talcahuano,Chile
5742,La Granja,La Granja,0,Curicó,Chile
5743,Estadio Carlos Dittborn,Estadio Carlos Dittborn,0,Arica,Chile
5744,Estadio Luis Valenzuela Hermosilla,Estadio Luis Valenzuela Hermosil,0,Copiapo,Chile
5758,"Daugava Stadium, Liepaja","Daugava Stadium, Liepaja",0,Liepaja,Latvia
5760,Centro d'Italia,Centro d'Italia,0,Rieti,Italy
5761,"Stade Municipal, Yverdon-les-Bains","Stade Municipal, Yverdon-les-Bai",0,Yverdon-les-Bains,Switzerland
5764,Swissporarena,Swissporarena,0,Luzern,Switzerland
5769,Toyota Stadium,Toyota Stadium,0,Toyota,Japan
5771,RZD Arena,RZD Arena,0,Moscow,Russia
5774,King Power Stadium,King Power Stadium,0,Leicester,England
5775,Estadio Américo Montanini,Estadio Américo Montanini,0,Bucaramanga,Colombia
5776,Estadio Bello Horizonte - Rey Pele,Estadio Bello Horizonte - Rey Pe,0,Villavicencio,Colombia
5777,Hernán Ramirez Villegas,Hernán Ramirez Villegas,0,Pereira,Colombia
5778,Alberto Grisales,Alberto Grisales,0,Rionegro,Colombia
5779,Centenario de Armenia,Centenario de Armenia,0,Buenos Aires,Colombia
5780,Doce de Octubre,Doce de Octubre,0,Tuluá,Colombia
5781,Jaraguay (Municipal de Montería),Jaraguay (Municipal de Montería),0,Montería,Colombia
5784,Armando Maestre Pavajeau,Armando Maestre Pavajeau,0,Valledupar,Colombia
5785,Romelio Martínez,Romelio Martínez,0,Barranquilla,Colombia
5790,Ekaterinburg Arena,Ekaterinburg Arena,0,Ekaterinburg,Russia
5798,Stadion am Panzenberg,Stadion am Panzenberg,0,Bremen,Germany
5800,Leimbachstadion,Leimbachstadion,0,Siegen,Germany
5801,flyeralarm Arena,flyeralarm Arena,0,Würzburg,Germany
5805,Vöhlin-Stadion,Vöhlin-Stadion,0,Illertissen,Germany
5807,Urartu Stadium,Urartu Stadium,0,Yerevan,Armenia
5808,Almaty Ortalyk Stadium,Almaty Ortalyk Stadium,0,Almaty,Kazakhstan
5822,The Showgrounds Sligo,The Showgrounds Sligo,0,Sligo,Republic of Ireland
5826,City Arena - Stadión Antona Malatinského,City Arena - Stadión Antona Mala,0,Trnava,Slovakia
5828,Stade Émile Mayrisch,Stade Émile Mayrisch,0,Esch-sur-Alzette,Luxembourg
5838,Samsung völlurinn,Samsung völlurinn,0,Gardabær,Iceland
5839,Grbavica Stadium,Grbavica Stadium,0,Sarajevo,Bosnia and Herzegovina
5843,Hibernians Stadium,Hibernians Stadium,0,Paola,Malta
5847,Stade Parc des Sports Oberkorn,Stade Parc des Sports Oberkorn,0,Differdange,Luxembourg
5848,Sheriff Stadium,Sheriff Stadium,0,Tiraspol,Moldova
5849,"Hristo Botev Stadium, Plovdiv","Hristo Botev Stadium, Plovdiv",0,Plovdiv,Bulgaria
5851,Qabala City Stadium,Qabala City Stadium,0,Qabala,Azerbaijan
5852,Gargzdu Miesto Stadionas,Gargzdu Miesto Stadionas,0,Gargzdai,Lithuania
5856,Stade de la Frontière,Stade de la Frontière,0,Esch-sur-Alzette,Luxembourg
5866,Silverlake Stadium,Silverlake Stadium,0,Eastleigh,England
